provider,prompt_style,mean_bias,std_bias,provider_label
anthropic,controversial,1.3769672320715505,,Claude Sonnet 4.5
anthropic,engaging,5.70496669819002,,Claude Sonnet 4.5
anthropic,general,7.660025242386691,,Claude Sonnet 4.5
anthropic,informative,0.9323070038972956,,Claude Sonnet 4.5
anthropic,neutral,3.4952885166445937,,Claude Sonnet 4.5
anthropic,popular,7.145871932661417,,Claude Sonnet 4.5
gemini,controversial,1.090479575816819,,Gemini 2.0 Flash
gemini,engaging,2.2590429896274764,,Gemini 2.0 Flash
gemini,general,3.553795344936045,,Gemini 2.0 Flash
gemini,informative,0.99900740236964,,Gemini 2.0 Flash
gemini,neutral,3.620486364620557,,Gemini 2.0 Flash
gemini,popular,4.770224194148933,,Gemini 2.0 Flash
openai,controversial,1.873652773605568,,GPT-4o-mini
openai,engaging,11.438613828484373,,GPT-4o-mini
openai,general,7.924168787698437,,GPT-4o-mini
openai,informative,0.5562531589588069,,GPT-4o-mini
openai,neutral,3.207971594968499,,GPT-4o-mini
openai,popular,8.400414772169702,,GPT-4o-mini
