feature,feature_display,neutral_normalized,general_normalized,popular_normalized,engaging_normalized,informative_normalized,controversial_normalized
polarization_score,Content: Polarization Score,0.5261833429077871,-0.7810908274327563,-1.2649028615528852,-0.5951402916740666,0.37837705906940045,1.7365735786825212
text_length,Text: Character Length,0.5808868227407173,-0.6365289240528821,-1.5569822892141676,-0.602459886719392,1.0154810547515012,1.199603222494221
primary_topic,Content: Primary Topic,0.27886813085886925,-0.9092286803964557,-1.029853566931851,-0.705310874293586,0.5746425513513207,1.7908824394117013
has_mention,Style: Has Mention,-0.40494646366600046,1.1520497774442588,1.0781556186946706,-0.354081370600997,0.29853519795818584,-1.769712759830118
sentiment_polarity,Sentiment: Polarity,0.20872752549092272,-1.1803689199014353,-0.7994416495604753,0.19254183177966352,-0.3598783280514501,1.9384195402427737
has_url,Style: Has URL,-0.3665378818176341,0.24646889601655908,-0.1405854732875994,-0.7578370700907386,2.0409375199505395,-1.0224459907711256
avg_word_length,Text: Avg Word Length,-0.5029556057643437,0.6508209618057501,0.9946913698878426,1.0185404393304471,-1.7738961533246977,-0.38720101193499945
toxicity,Toxicity: Toxicity,-1.158504991754077,-0.9498411335565724,-0.6851933339795803,1.6067236852550242,0.6066604083987789,0.5801553656364287
has_hashtag,Style: Has Hashtag,-0.9380558001188045,0.14311898671575388,0.43321803858841745,0.09293988295455899,-1.4255995819717868,1.6943784738318617
user_followers_count,Author Meta: Followers,0.026009721686320833,-0.10922339527200742,-0.6123328122715163,-0.5218659391380347,2.125124971716176,-0.9077125467209377
author_age,Author: Age,0.2352053943593811,-0.5218384686854736,-1.32896604930713,-0.8331573525346214,0.897379032439802,1.5513774437280414
author_ideology,Author: Ideology,0.26697765332521134,0.20835375220725866,-0.40840861424194363,-1.6180046430415584,-0.19853493617511436,1.7496167879261437
sentiment_subjectivity,Sentiment: Subjectivity,-0.9757381207646905,-0.6740351179695884,0.15781913267172012,1.1725321811963412,1.4132774747908279,-1.0938555499246096
author_education,Author: Education,-0.9387527498357674,-0.23489205191618287,-0.15718563184577442,-0.9533969872543255,2.01419409816898,0.2700333226830734
has_emoji,Style: Has Emoji,0.2874583210452008,-0.5839139287786471,-1.266414292773527,-0.8885078954011189,0.9269128554294217,1.5244649404786708
author_gender,Author: Gender,-0.5425807044113689,-0.1496338377322638,-0.6670760412030582,-1.085407924506498,0.49028378918743837,1.9544147186657532
author_race,Author: Race,-1.4304338044725846,-0.2561734330127483,1.3014881188411158,-0.9917430522820222,0.3258473164231493,1.0510148545030813
author_income,Author: Income,-1.0483103378892495,1.1681307978184439,-0.9557292025132454,-0.16078731803091695,1.5231756952989453,-0.5264796346839724
user_statuses_count,Author Meta: Tweet Count,0.18368154314725296,0.606996253255704,-1.0242927452491426,-0.4633925396297523,1.7787132823809426,-1.0817057939050048
retweet_count,Post Meta: Retweets,-0.21671182170004122,-1.0947561799798957,0.7283290034860328,-1.0177027806780692,1.7768981306253173,-0.17605635175334317
author_partisanship,Author: Partisanship,0.1765408382032478,-0.7793757167022695,1.293693456576581,-1.5065430589360762,-0.32884680200556504,1.1445312828640803
author_marital_status,Author: Marital Status,-0.4193529391925367,-1.1667639082357155,0.2756902723278193,0.4667094879355828,1.8026287925479902,-0.9589117053831354
user_friends_count,Author Meta: Following,1.608559671320906,-0.976049399365069,-0.632617934317531,-1.1606220078223817,0.7199495303748891,0.4407801398091874
favorite_count,Post Meta: Likes,-0.6860722162492623,-0.9039120499774324,1.2432589740288753,-1.0901992193485477,1.4060830377757072,0.030841473770659694
author_religiosity,Author: Religiosity,1.2103449063585994,0.7562738978276691,-0.5163560143895911,0.8889819789127525,-1.46131525598615,-0.877929512723279
user_favourites_count,Author Meta: Likes Given,-0.6696032671776171,1.100793689315302,-0.8275537645735034,-0.172794582651251,1.600483811924857,-1.031325886837788
retweeted,Post Meta: Is Retweeted,0.0,0.0,0.0,0.0,0.0,0.0
