provider,prompt_style,category,mean_bias,std_bias,provider_label
anthropic,controversial,college,0.0242951752131331,,Claude Sonnet 4.5
anthropic,controversial,high school,-0.0533734119327854,,Claude Sonnet 4.5
anthropic,controversial,less than high school,-0.0025746216344324,,Claude Sonnet 4.5
anthropic,controversial,postgraduate,0.0538777880885779,,Claude Sonnet 4.5
anthropic,controversial,some college,-0.0222249297344931,,Claude Sonnet 4.5
anthropic,engaging,college,0.0193653078060888,,Claude Sonnet 4.5
anthropic,engaging,high school,-0.0351090468350795,,Claude Sonnet 4.5
anthropic,engaging,less than high school,-0.0054859589252681,,Claude Sonnet 4.5
anthropic,engaging,postgraduate,0.0360212533208313,,Claude Sonnet 4.5
anthropic,engaging,some college,-0.0147915553665725,,Claude Sonnet 4.5
anthropic,general,college,0.0623082450713906,,Claude Sonnet 4.5
anthropic,general,high school,-0.0527384634611178,,Claude Sonnet 4.5
anthropic,general,less than high school,-0.0050707657699878,,Claude Sonnet 4.5
anthropic,general,postgraduate,0.0555987752679101,,Claude Sonnet 4.5
anthropic,general,some college,-0.060097791108195,,Claude Sonnet 4.5
anthropic,informative,college,-0.0111979731775823,,Claude Sonnet 4.5
anthropic,informative,high school,-0.0257705100525831,,Claude Sonnet 4.5
anthropic,informative,less than high school,-0.0049801633276569,,Claude Sonnet 4.5
anthropic,informative,postgraduate,0.0923332426093683,,Claude Sonnet 4.5
anthropic,informative,some college,-0.0503845960515459,,Claude Sonnet 4.5
anthropic,neutral,college,0.0400908801980684,,Claude Sonnet 4.5
anthropic,neutral,high school,-0.0298307208056166,,Claude Sonnet 4.5
anthropic,neutral,less than high school,-0.0032866238024949,,Claude Sonnet 4.5
anthropic,neutral,postgraduate,0.0676885129394017,,Claude Sonnet 4.5
anthropic,neutral,some college,-0.0746620485293586,,Claude Sonnet 4.5
anthropic,popular,college,0.061349997497366,,Claude Sonnet 4.5
anthropic,popular,high school,-0.072538306420039,,Claude Sonnet 4.5
anthropic,popular,less than high school,0.0012138542128233,,Claude Sonnet 4.5
anthropic,popular,postgraduate,0.0463710426525585,,Claude Sonnet 4.5
anthropic,popular,some college,-0.036396587942709,,Claude Sonnet 4.5
google,controversial,college,-0.0108146902837685,,Gemini 2.0 Flash
google,controversial,high school,-0.0202602250344604,,Gemini 2.0 Flash
google,controversial,less than high school,0.000408538344547,,Gemini 2.0 Flash
google,controversial,postgraduate,0.0328161007561699,,Gemini 2.0 Flash
google,controversial,some college,-0.002149723782488,,Gemini 2.0 Flash
google,engaging,college,-0.0115420567979828,,Gemini 2.0 Flash
google,engaging,high school,-0.0172491808511293,,Gemini 2.0 Flash
google,engaging,less than high school,0.0076711841824761,,Gemini 2.0 Flash
google,engaging,postgraduate,0.0185385841626059,,Gemini 2.0 Flash
google,engaging,some college,0.00258146930403,,Gemini 2.0 Flash
google,general,college,-0.0059117639716554,,Gemini 2.0 Flash
google,general,high school,-0.0163162831170405,,Gemini 2.0 Flash
google,general,less than high school,-0.0035822928814187,,Gemini 2.0 Flash
google,general,postgraduate,0.0188172905811908,,Gemini 2.0 Flash
google,general,some college,0.0069930493889239,,Gemini 2.0 Flash
google,informative,college,0.0199619229819201,,Gemini 2.0 Flash
google,informative,high school,-0.038295031030602,,Gemini 2.0 Flash
google,informative,less than high school,-0.0042353054231653,,Gemini 2.0 Flash
google,informative,postgraduate,0.0265561589072787,,Gemini 2.0 Flash
google,informative,some college,-0.0039877454354315,,Gemini 2.0 Flash
google,neutral,college,0.0326032660902977,,Gemini 2.0 Flash
google,neutral,high school,-0.0357200916278726,,Gemini 2.0 Flash
google,neutral,less than high school,-0.0030340648784452,,Gemini 2.0 Flash
google,neutral,postgraduate,0.0310138180743368,,Gemini 2.0 Flash
google,neutral,some college,-0.0248629276583166,,Gemini 2.0 Flash
google,popular,college,-0.0031740496660427,,Gemini 2.0 Flash
google,popular,high school,0.0114623003502151,,Gemini 2.0 Flash
google,popular,less than high school,-0.0041845247168936,,Gemini 2.0 Flash
google,popular,postgraduate,-0.00920942185387,,Gemini 2.0 Flash
google,popular,some college,0.0051056958865912,,Gemini 2.0 Flash
openai,controversial,college,-0.0210931600283954,,GPT-4o-mini
openai,controversial,high school,-0.0123935777131316,,GPT-4o-mini
openai,controversial,less than high school,0.0022394564115334,,GPT-4o-mini
openai,controversial,postgraduate,0.0373817328014307,,GPT-4o-mini
openai,controversial,some college,-0.0061344514714372,,GPT-4o-mini
openai,engaging,college,0.0170259327511728,,GPT-4o-mini
openai,engaging,high school,-0.0300361040053648,,GPT-4o-mini
openai,engaging,less than high school,0.0009611874604429,,GPT-4o-mini
openai,engaging,postgraduate,-0.0044103087123409,,GPT-4o-mini
openai,engaging,some college,0.01645929250609,,GPT-4o-mini
openai,general,college,-0.0011506874221013,,GPT-4o-mini
openai,general,high school,-0.0174815973742317,,GPT-4o-mini
openai,general,less than high school,-0.0057307104358497,,GPT-4o-mini
