provider,prompt_style,mean_bias,std_bias,provider_label
anthropic,controversial,0.1691608631653663,,Claude Sonnet 4.5
anthropic,engaging,1.731153411835459,,Claude Sonnet 4.5
anthropic,general,0.5798119423472889,,Claude Sonnet 4.5
anthropic,informative,-0.032558052785738,,Claude Sonnet 4.5
anthropic,neutral,1.7353486130319051,,Claude Sonnet 4.5
anthropic,popular,0.1339583109415484,,Claude Sonnet 4.5
gemini,controversial,0.3010180938303526,,Gemini 2.0 Flash
gemini,engaging,1.3544224947182717,,Gemini 2.0 Flash
gemini,general,3.9539295215909966,,Gemini 2.0 Flash
gemini,informative,4.682289601284217,,Gemini 2.0 Flash
gemini,neutral,1.1432644929296856,,Gemini 2.0 Flash
gemini,popular,4.242030114964759,,Gemini 2.0 Flash
openai,controversial,0.5842694750801006,,GPT-4o-mini
openai,engaging,-0.1088707853565202,,GPT-4o-mini
openai,general,0.0208421028261619,,GPT-4o-mini
openai,informative,-0.479982468973696,,GPT-4o-mini
openai,neutral,0.3025847821518359,,GPT-4o-mini
openai,popular,0.3305379597000546,,GPT-4o-mini
